EmployeeNumber,Surname,GivenName,FullName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,Agegroup,LengthService,lengthofservicecategory,AbsentHours,AbsentCategory,AbsentDays,BusinessUnit
6701,Richards,Felipe,Richards Felipe,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,Middle Aged,5,Level 1,91,Absent Category 3,4,Stores
6702,White,Fannie,White Fannie,Female,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,26,Young Adult,6,Level 2,0,Not Absent,0,Stores
6703,Cumberbatch,Cherie,Cumberbatch Cherie,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,Elderly,4,Level 1,86,Absent Category 3,4,Stores
6704,Carrillo,Jessica,Carrillo Jessica,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,Middle Aged,6,Level 2,60,Absent Category 2,3,Stores
6705,Horn,Kevin,Horn Kevin,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,Middle Aged,4,Level 1,50,Absent Category 2,2,Stores
6706,Lopez,Joshua,Lopez Joshua,Male,Penticton,Dairy Person,Dairy,Kelowna,Stores,30,Adult,4,Level 1,23,Absent Category 1,1,Stores
6707,Winters,James,Winters James,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,Middle Aged,3,Level 1,25,Absent Category 1,1,Stores
6708,Herron,Timothy,Herron Timothy,Male,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,36,Adult,4,Level 1,5,Absent Category 1,0,Stores
6709,Lemaster,Sabrina,Lemaster Sabrina,Female,Lumby,Cashier,Customer Service,Vernon,Stores,24,Young Adult,4,Level 1,35,Absent Category 1,1,Stores
6710,Markle,Leah,Markle Leah,Female,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,43,Middle Aged,4,Level 1,51,Absent Category 2,2,Stores
6711,To,Gregory,To Gregory,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,65,Aged,5,Level 1,140,Absent Category 4,6,Stores
6712,Long,Maria,Long Maria,Female,Kelowna,Dairy Person,Dairy,Kelowna,Stores,55,Elderly,4,Level 1,130,Absent Category 4,5,Stores
6713,Trueblood,Frances,Trueblood Frances,Female,Nelson,Baker,Bakery,Nelson,Stores,55,Elderly,5,Level 1,136,Absent Category 4,6,Stores
6714,Stein,Rose,Stein Rose,Female,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,41,Middle Aged,4,Level 1,45,Absent Category 2,2,Stores
6715,Barnes,Joy,Barnes Joy,Female,Kamloops,Dairy Person,Dairy,Kamloops,Stores,43,Middle Aged,6,Level 2,94,Absent Category 3,4,Stores
6716,Moseley,Armando,Moseley Armando,Male,Smithers,Cashier,Customer Service,Terrace,Stores,47,Middle Aged,1,Level 1,70,Absent Category 2,3,Stores
6717,Cantu,Kimberly,Cantu Kimberly,Female,Langley,Shelf Stocker,Processed Foods,Langley,Stores,36,Adult,4,Level 1,29,Absent Category 1,1,Stores
6718,Colwell,Alvin,Colwell Alvin,Male,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,45,Middle Aged,5,Level 1,68,Absent Category 2,3,Stores
6719,Henderson,Cecil,Henderson Cecil,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,29,Young Adult,4,Level 1,30,Absent Category 1,1,Stores
6720,Diaz,Thomas,Diaz Thomas,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,54,Elderly,3,Level 1,159,Absent Category 5,7,Stores
6721,Miller,Jorge,Miller Jorge,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,31,Adult,7,Level 2,0,Not Absent,0,Stores
6722,Dilworth,Francis,Dilworth Francis,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,52,Elderly,4,Level 1,98,Absent Category 3,4,Stores
6723,Taube,Mary,Taube Mary,Female,Ganges,Dairy Person,Dairy,Victoria,Stores,55,Elderly,5,Level 1,182,Absent Category 5,8,Stores
6724,Dunigan,Lester,Dunigan Lester,Male,Prince George,Cashier,Customer Service,Prince George,Stores,52,Elderly,5,Level 1,77,Absent Category 2,3,Stores
6725,Spradlin,Alice,Spradlin Alice,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,42,Middle Aged,7,Level 2,80,Absent Category 3,3,Stores
6726,Burdett,Lupe,Burdett Lupe,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,27,Young Adult,4,Level 1,0,Not Absent,0,Stores
6727,Madrid,Alice,Madrid Alice,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,41,Middle Aged,2,Level 1,78,Absent Category 2,3,Stores
6728,Denton,Roseanne,Denton Roseanne,Female,Fort St John,Dairy Person,Dairy,Fort St John,Stores,36,Adult,5,Level 1,40,Absent Category 2,2,Stores
6729,Truesdale,Debra,Truesdale Debra,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,42,Middle Aged,3,Level 1,106,Absent Category 3,4,Stores
6730,Saunders,Elsie,Saunders Elsie,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,Middle Aged,2,Level 1,79,Absent Category 2,3,Stores
6731,Stephens,John,Stephens John,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,42,Middle Aged,8,Level 2,64,Absent Category 2,3,Stores
6732,Johnson,David,Johnson David,Male,Westwold,Cashier,Customer Service,Vernon,Stores,40,Middle Aged,6,Level 2,73,Absent Category 2,3,Stores
6733,Hart,April,Hart April,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,35,Adult,6,Level 2,11,Absent Category 1,0,Stores
6734,Ford,Julius,Ford Julius,Male,Qualicum Beach,Shelf Stocker,Processed Foods,Nanaimo,Stores,49,Middle Aged,1,Level 1,109,Absent Category 3,5,Stores
6735,Abbott,Monroe,Abbott Monroe,Male,Sparwood,Dairy Person,Dairy,Cranbrook,Stores,62,Aged,4,Level 1,164,Absent Category 5,7,Stores
6736,Nelson,Gloria,Nelson Gloria,Female,Richmond,Dairy Person,Dairy,Richmond,Stores,42,Middle Aged,3,Level 1,58,Absent Category 2,2,Stores
6737,Bennett,Linda,Bennett Linda,Female,Port Alberni,Shelf Stocker,Processed Foods,Nanaimo,Stores,37,Adult,3,Level 1,92,Absent Category 3,4,Stores
6738,Robbins,Loraine,Robbins Loraine,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,Middle Aged,5,Level 1,139,Absent Category 4,6,Stores
6739,Pierce,Fred,Pierce Fred,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,38,Adult,4,Level 1,31,Absent Category 1,1,Stores
6740,Foster,Phillip,Foster Phillip,Male,New Westminister,Baker,Bakery,New Westminister,Stores,45,Middle Aged,8,Level 2,93,Absent Category 3,4,Stores
6741,Sword,Chong,Sword Chong,Female,White Rock,Cashier,Customer Service,White Rock,Stores,41,Middle Aged,4,Level 1,72,Absent Category 2,3,Stores
6742,White,Marsha,White Marsha,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,44,Middle Aged,5,Level 1,72,Absent Category 2,3,Stores
6743,Smith,Ruth,Smith Ruth,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,44,Middle Aged,5,Level 1,89,Absent Category 3,4,Stores
6744,Villareal,Jeffrey,Villareal Jeffrey,Male,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,47,Middle Aged,1,Level 1,48,Absent Category 2,2,Stores
6745,James,Allen,James Allen,Male,Langley,Shelf Stocker,Processed Foods,Langley,Stores,30,Adult,6,Level 2,0,Not Absent,0,Stores
6746,Shaw,Kevin,Shaw Kevin,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,48,Middle Aged,4,Level 1,46,Absent Category 2,2,Stores
6747,Kirkpatrick,Janet,Kirkpatrick Janet,Female,Prince George,Cashier,Customer Service,Prince George,Stores,26,Young Adult,2,Level 1,0,Not Absent,0,Stores
6748,Locklear,Michael,Locklear Michael,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,Middle Aged,3,Level 1,45,Absent Category 2,2,Stores
6749,Novak,Jacqueline,Novak Jacqueline,Female,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,31,Adult,3,Level 1,53,Absent Category 2,2,Stores
6750,Thompson,Susana,Thompson Susana,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,55,Elderly,3,Level 1,135,Absent Category 4,6,Stores
6751,Power,Kimberly,Power Kimberly,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,33,Adult,3,Level 1,30,Absent Category 1,1,Stores
6752,Harris,Bessie,Harris Bessie,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,42,Middle Aged,3,Level 1,22,Absent Category 1,1,Stores
6753,Astle,Leslie,Astle Leslie,Female,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,40,Middle Aged,3,Level 1,28,Absent Category 1,1,Stores
6754,Hamilton,Debbie,Hamilton Debbie,Female,Penticton,Shelf Stocker,Processed Foods,Kelowna,Stores,34,Adult,2,Level 1,62,Absent Category 2,3,Stores
6755,French,Tammi,French Tammi,Female,Abbotsford,Baker,Bakery,Abbotsford,Stores,38,Adult,5,Level 1,12,Absent Category 1,1,Stores
6756,Truby,Donna,Truby Donna,Female,Richmond,Dairy Person,Dairy,Richmond,Stores,35,Adult,5,Level 1,62,Absent Category 2,3,Stores
6757,Obrien,Natalie,Obrien Natalie,Female,Langley,Shelf Stocker,Processed Foods,Langley,Stores,44,Middle Aged,3,Level 1,84,Absent Category 3,4,Stores
6758,Borrero,Stephanie,Borrero Stephanie,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,68,Aged,6,Level 2,260,Absent Category 7,11,Stores
6759,Howard,James,Howard James,Male,Prince George,Cashier,Customer Service,Prince George,Stores,47,Middle Aged,7,Level 2,71,Absent Category 2,3,Stores
6760,Barker,Pam,Barker Pam,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,48,Middle Aged,4,Level 1,78,Absent Category 2,3,Stores
6761,West,Jerome,West Jerome,Male,North Pender Island,Dairy Person,Dairy,Victoria,Stores,32,Adult,5,Level 1,0,Not Absent,0,Stores
6762,Howell,Brenda,Howell Brenda,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,Adult,6,Level 2,27,Absent Category 1,1,Stores
6763,Ziegler,Victor,Ziegler Victor,Male,Haney,Cashier,Customer Service,Haney,Stores,42,Middle Aged,3,Level 1,50,Absent Category 2,2,Stores
6764,Stallings,Louise,Stallings Louise,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,47,Middle Aged,5,Level 1,86,Absent Category 3,4,Stores
6765,Henderson,Annie,Henderson Annie,Female,Castlegar,Dairy Person,Dairy,Trail,Stores,53,Elderly,6,Level 2,144,Absent Category 4,6,Stores
6766,Lawrence,Phyllis,Lawrence Phyllis,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,32,Adult,5,Level 1,13,Absent Category 1,1,Stores
6767,Baker,Russell,Baker Russell,Male,Abbotsford,Baker,Bakery,Abbotsford,Stores,38,Adult,3,Level 1,29,Absent Category 1,1,Stores
6768,Mauro,Jeffrey,Mauro Jeffrey,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,33,Adult,4,Level 1,29,Absent Category 1,1,Stores
6769,Heath,Fay,Heath Fay,Female,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,63,Aged,5,Level 1,197,Absent Category 5,8,Stores
6770,Christiansen,Rickey,Christiansen Rickey,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,Adult,5,Level 1,22,Absent Category 1,1,Stores
6771,McCoy,Sara,McCoy Sara,Female,Port Hardy,Shelf Stocker,Processed Foods,Nanaimo,Stores,34,Adult,4,Level 1,22,Absent Category 1,1,Stores
6772,Thomas,Willie,Thomas Willie,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,48,Middle Aged,6,Level 2,89,Absent Category 3,4,Stores
6773,Berman,Nicole,Berman Nicole,Female,Kamloops,Shelf Stocker,Processed Foods,Kamloops,Stores,34,Adult,3,Level 1,43,Absent Category 2,2,Stores
6774,Lemieux,Carol,Lemieux Carol,Female,Topley,Cashier,Customer Service,Prince George,Stores,40,Middle Aged,4,Level 1,36,Absent Category 1,2,Stores
6775,Medina,Nellie,Medina Nellie,Female,Hope,Shelf Stocker,Processed Foods,Chilliwack,Stores,33,Adult,4,Level 1,16,Absent Category 1,1,Stores
6776,Gamble,Mary,Gamble Mary,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,20,Young Adult,7,Level 2,0,Not Absent,0,Stores
6777,Nguyen,Lawrence,Nguyen Lawrence,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,32,Adult,7,Level 2,0,Not Absent,0,Stores
6778,Williams,Joseph,Williams Joseph,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,Adult,4,Level 1,3,Absent Category 1,0,Stores
6779,Murphy,Kenny,Murphy Kenny,Male,Cranbrook,Dairy Person,Dairy,Cranbrook,Stores,47,Middle Aged,5,Level 1,75,Absent Category 2,3,Stores
6780,Price,Neal,Price Neal,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,46,Middle Aged,5,Level 1,45,Absent Category 2,2,Stores
6781,Dunn,Tammy,Dunn Tammy,Female,New Westminister,Baker,Bakery,New Westminister,Stores,43,Middle Aged,7,Level 2,64,Absent Category 2,3,Stores
6782,Chu,Hershel,Chu Hershel,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,36,Adult,3,Level 1,85,Absent Category 3,4,Stores
6783,Silvia,Ethan,Silvia Ethan,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,38,Adult,4,Level 1,18,Absent Category 1,1,Stores
6784,Stewart,Jerry,Stewart Jerry,Male,Valemount,Dairy Person,Dairy,Valemount,Stores,44,Middle Aged,3,Level 1,81,Absent Category 3,3,Stores
6785,Maples,Lewis,Maples Lewis,Male,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,38,Adult,3,Level 1,31,Absent Category 1,1,Stores
6786,Laverty,John,Laverty John,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,50,Elderly,5,Level 1,142,Absent Category 4,6,Stores
6787,Reynolds,David,Reynolds David,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,49,Middle Aged,3,Level 1,94,Absent Category 3,4,Stores
6788,Davis,Joann,Davis Joann,Female,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,34,Adult,5,Level 1,47,Absent Category 2,2,Stores
6789,Young,Kim,Young Kim,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,59,Elderly,4,Level 1,144,Absent Category 4,6,Stores
6790,Martin,Patricia,Martin Patricia,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,25,Young Adult,5,Level 1,0,Not Absent,0,Stores
6791,Castaneda,Michael,Castaneda Michael,Male,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,41,Middle Aged,5,Level 1,81,Absent Category 3,3,Stores
6792,Farrar,Sandra,Farrar Sandra,Female,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,38,Adult,2,Level 1,47,Absent Category 2,2,Stores
6793,Lee,Mary,Lee Mary,Female,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,72,Aged,5,Level 1,237,Absent Category 6,10,Stores
6794,Franks,Scott,Franks Scott,Male,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,50,Elderly,6,Level 2,109,Absent Category 3,5,Stores
6795,West,Corinna,West Corinna,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,Elderly,5,Level 1,134,Absent Category 4,6,Stores
6796,Walker,Judy,Walker Judy,Female,Fort Langley,Shelf Stocker,Processed Foods,Langley,Stores,31,Adult,4,Level 1,40,Absent Category 2,2,Stores
6797,Wolfe,Opal,Wolfe Opal,Female,Wildwood,Shelf Stocker,Processed Foods,Nanaimo,Stores,44,Middle Aged,3,Level 1,101,Absent Category 3,4,Stores
6798,Coats,Judith,Coats Judith,Female,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,51,Elderly,6,Level 2,157,Absent Category 4,7,Stores
6799,Evans,David,Evans David,Male,Vernon,Cashier,Customer Service,Vernon,Stores,38,Adult,4,Level 1,14,Absent Category 1,1,Stores
6800,White,Trina,White Trina,Female,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,26,Young Adult,4,Level 1,30,Absent Category 1,1,Stores
6801,Johnson,Raymond,Johnson Raymond,Male,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,37,Adult,8,Level 2,48,Absent Category 2,2,Stores
6802,Troutman,Jeannine,Troutman Jeannine,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,Adult,5,Level 1,30,Absent Category 1,1,Stores
6803,Hoffer,Armando,Hoffer Armando,Male,Radium Hot Springs,Dairy Person,Dairy,Cranbrook,Stores,34,Adult,5,Level 1,0,Not Absent,0,Stores
6804,Swain,Michael,Swain Michael,Male,Hansard,Cashier,Customer Service,Prince George,Stores,45,Middle Aged,7,Level 2,76,Absent Category 2,3,Stores
6805,Henderson,Francis,Henderson Francis,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,44,Middle Aged,3,Level 1,96,Absent Category 3,4,Stores
6806,Kinney,Jason,Kinney Jason,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,42,Middle Aged,4,Level 1,56,Absent Category 2,2,Stores
6807,Gott,Eli,Gott Eli,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,Middle Aged,3,Level 1,99,Absent Category 3,4,Stores
6808,Parrish,Jeanette,Parrish Jeanette,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,47,Middle Aged,4,Level 1,84,Absent Category 3,4,Stores
6809,Presley,John,Presley John,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,32,Adult,6,Level 2,0,Not Absent,0,Stores
6810,Hardin,Robert,Hardin Robert,Male,Quesnel,Cashier,Customer Service,Quesnel,Stores,40,Middle Aged,3,Level 1,46,Absent Category 2,2,Stores
6811,Allen,Freda,Allen Freda,Female,Merritt,Shelf Stocker,Processed Foods,Kamloops,Stores,33,Adult,5,Level 1,45,Absent Category 2,2,Stores
6812,Gengler,Cheryl,Gengler Cheryl,Female,Chetwynd,Cashier,Customer Service,Prince George,Stores,25,Young Adult,3,Level 1,0,Not Absent,0,Stores
6813,Vasquez,David,Vasquez David,Male,Tofino,Shelf Stocker,Processed Foods,Nanaimo,Stores,45,Middle Aged,3,Level 1,76,Absent Category 2,3,Stores
6814,High,David,High David,Male,Merritt,Shelf Stocker,Processed Foods,Kamloops,Stores,32,Adult,4,Level 1,17,Absent Category 1,1,Stores
6815,Goldberg,John,Goldberg John,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,58,Elderly,4,Level 1,139,Absent Category 4,6,Stores
6816,Tucker,Norman,Tucker Norman,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,Adult,5,Level 1,20,Absent Category 1,1,Stores
6817,Basil,Emmett,Basil Emmett,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,47,Middle Aged,8,Level 2,83,Absent Category 3,3,Stores
6818,Short,Tony,Short Tony,Male,Fort St John,Dairy Person,Dairy,Fort St John,Stores,39,Adult,4,Level 1,0,Not Absent,0,Stores
6819,Scheffel,Kevin,Scheffel Kevin,Male,Manning Park,Shelf Stocker,Processed Foods,Chilliwack,Stores,32,Adult,3,Level 1,0,Not Absent,0,Stores
6820,Vereen,Kurt,Vereen Kurt,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,44,Middle Aged,5,Level 1,73,Absent Category 2,3,Stores
6821,Stubbs,Brittany,Stubbs Brittany,Female,Richmond,Dairy Person,Dairy,Richmond,Stores,31,Adult,1,Level 1,0,Not Absent,0,Stores
6822,Scott,Naomi,Scott Naomi,Female,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,46,Middle Aged,4,Level 1,117,Absent Category 3,5,Stores
6823,Miller,James,Miller James,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,Middle Aged,5,Level 1,29,Absent Category 1,1,Stores
6824,Geary,Benjamin,Geary Benjamin,Male,Richmond,Shelf Stocker,Processed Foods,Richmond,Stores,32,Adult,4,Level 1,0,Not Absent,0,Stores
6825,Griffin,Benjamin,Griffin Benjamin,Male,Richmond,Shelf Stocker,Processed Foods,Richmond,Stores,54,Elderly,2,Level 1,103,Absent Category 3,4,Stores
6826,Yates,Barbara,Yates Barbara,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,46,Middle Aged,4,Level 1,50,Absent Category 2,2,Stores
6827,Leach,Pete,Leach Pete,Male,Kelowna,Shelf Stocker,Processed Foods,Kelowna,Stores,45,Middle Aged,4,Level 1,10,Absent Category 1,0,Stores
6828,Camp,Ellen,Camp Ellen,Female,Trail,Dairy Person,Dairy,Trail,Stores,30,Adult,6,Level 2,17,Absent Category 1,1,Stores
6829,Shockley,Sherry,Shockley Sherry,Female,Barriere,Shelf Stocker,Processed Foods,Kamloops,Stores,40,Middle Aged,4,Level 1,35,Absent Category 1,1,Stores
6830,Fraise,Michael,Fraise Michael,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,43,Middle Aged,3,Level 1,44,Absent Category 2,2,Stores
6831,Bridwell,Elizabeth,Bridwell Elizabeth,Female,Burns Lake,Cashier,Customer Service,Prince George,Stores,29,Young Adult,3,Level 1,0,Not Absent,0,Stores
6832,Johnson,Betty,Johnson Betty,Female,Trail,Dairy Person,Dairy,Trail,Stores,52,Elderly,4,Level 1,146,Absent Category 4,6,Stores
6833,Jun,Lena,Jun Lena,Female,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,38,Adult,6,Level 2,37,Absent Category 1,2,Stores
6834,Coston,Warren,Coston Warren,Male,Vernon,Cashier,Customer Service,Vernon,Stores,30,Adult,4,Level 1,0,Not Absent,0,Stores
6835,Parker,Kendall,Parker Kendall,Male,Kamloops,Shelf Stocker,Processed Foods,Kamloops,Stores,40,Middle Aged,3,Level 1,23,Absent Category 1,1,Stores
6836,Drews,Brittney,Drews Brittney,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,47,Middle Aged,4,Level 1,50,Absent Category 2,2,Stores
6837,Dale,Rebecca,Dale Rebecca,Female,Langley,Shelf Stocker,Processed Foods,Langley,Stores,40,Middle Aged,6,Level 2,25,Absent Category 1,1,Stores
6838,Fraser,Dorothy,Fraser Dorothy,Female,Sardis,Shelf Stocker,Processed Foods,Chilliwack,Stores,33,Adult,6,Level 2,0,Not Absent,0,Stores
6839,Freeman,Edmond,Freeman Edmond,Male,Williams Lake,Shelf Stocker,Processed Foods,Williams Lake,Stores,55,Elderly,3,Level 1,83,Absent Category 3,3,Stores
6840,Edwards,Marcia,Edwards Marcia,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,28,Young Adult,4,Level 1,5,Absent Category 1,0,Stores
6841,Richardson,Carol,Richardson Carol,Female,Port Mcneill,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,Middle Aged,7,Level 2,109,Absent Category 3,5,Stores
6842,Rhodes,Andrew,Rhodes Andrew,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,40,Middle Aged,6,Level 2,46,Absent Category 2,2,Stores
6843,Hines,Donald,Hines Donald,Male,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,51,Elderly,5,Level 1,54,Absent Category 2,2,Stores
6844,Woodley,Mike,Woodley Mike,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,43,Middle Aged,4,Level 1,37,Absent Category 1,2,Stores
6845,Thompson,James,Thompson James,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,Elderly,6,Level 2,131,Absent Category 4,5,Stores
6846,Kimbrough,Juli,Kimbrough Juli,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,26,Young Adult,6,Level 2,15,Absent Category 1,1,Stores
6847,Guido,Rubye,Guido Rubye,Female,Trail,Shelf Stocker,Processed Foods,Trail,Stores,57,Elderly,3,Level 1,164,Absent Category 5,7,Stores
6848,Mumford,Mark,Mumford Mark,Male,Kelowna,Shelf Stocker,Processed Foods,Kelowna,Stores,53,Elderly,6,Level 2,123,Absent Category 4,5,Stores
